subID,L_SMA_L_post_putamen,R_SMA_R_post_putamen,L_premotor_L_post_putamen,R_premotor_R_post_putamen,L_anterior_caudate_vmpfc,R_anterior_caudate_vmpfc,L_vlpfc_L_post_putamen,R_vlpfc_R_post_putamen,L_vlpfc_L_anterior_putamen,R_vlpfc_R_anterior_putamen,L_vlpfc_L_anterior_caudate,R_vlpfc_R_anterior_caudate,R_frontopolar_R_anterior_caudate,R_frontopolar_R_post_putamen,R_post_putamen_L_post_putamen,R_anterior_caudate_L_anterior_caudate
111,0.8470956104416344,0.9560049468074767,1.038413181233211,1.4417589522330647,0.6901991904733042,0.6902705991432713,0.787610380038172,0.9238153143198735,0.8245068432159612,0.7463189627927815,0.7780606325523255,0.6658066126526773,0.9523952948207756,0.7592890878882557,0.7936693250952187,1.2405027557891841
112,0.3243432147559186,0.42218245754563644,0.37045885693485153,0.5537710326587794,0.22542262989492168,0.2394424141647723,0.3282042256250805,0.4205034661066514,0.307940147934731,0.29720384008213463,0.37063018305325757,0.07539077739161251,0.47741120426874994,0.06732362117556889,0.7904923058938879,0.6417352116684499
113,0.6109862849195973,0.4920706420434457,0.6133699150350165,0.4280500020488182,0.2795190787938623,0.3156726127453821,0.194823004498787,0.1575791630615037,0.15434266856543288,0.17436692847453605,0.277225358314065,0.2824172858479432,0.3995025287995255,0.2188885330924843,0.5465971510276749,0.6085520186591225
114,0.5684330010702688,0.7875099898193327,0.6704714174874112,0.8023276021518796,0.4729446694859557,0.6162648294875135,0.30585095893606523,0.5631879077541231,0.3245506228520588,0.4678853665562158,0.508793767499619,0.48710230449169134,0.8596750203306713,0.6140548637724554,0.7890545868568448,0.9871056486983978
115,0.82758717317967,0.7002526561794404,0.7956768636744906,0.8828731345807327,0.5862890786512429,0.5489170282035984,0.4004961396185265,0.7448177876576896,0.43902484314803464,0.6807656850389372,0.5097292326957475,0.8120159701494942,0.8393265213281375,0.5108684423605155,1.165961304857768,1.322773232217698
117,0.7540515564948497,1.1265531909654802,1.1634267647281336,1.2484035502544852,0.6680443819594593,0.5186863568672984,0.8524363265368682,0.8387631876163598,0.7816909473147464,0.8777909015962897,0.8314129269976681,0.9828349473071203,0.8543763922204669,0.7235131793079066,0.7490370462246775,1.269399269559658
118,0.6330841126977752,0.6636209052661329,0.5511073502577992,0.6620725118029518,0.38809797086484876,0.3394607562415125,0.3136776818847086,0.4190139424549141,0.14187896079764423,0.329732326669463,0.08835740024080982,0.42493582332000407,0.48540245630362744,0.34105918959834736,0.4975145753550171,0.8161027804549976
119,0.8185002431714401,1.3526621539737878,1.1164448751491007,1.588450111575273,0.7187067669945724,0.6580947529099437,0.689328575081307,0.9440296551643323,0.7534080729964729,1.1082529164542658,0.8611552937926319,0.8128274884113644,0.7184884141529977,1.2971833468740959,0.5486079988093207,0.5384313618177211
120,0.7221007567395572,0.40732225883763673,0.7571454049905679,1.06188604799578,0.2885695649763742,0.1960535154105209,0.22824264775294895,0.3386053261934522,0.34533969441423734,0.2715571523305109,0.47398776402942533,0.4202278736548248,0.539898610038215,0.40901349901871503,0.4209598106291455,0.4563572238740099
121,0.9130630786990852,1.0007121546052538,0.900142159149157,1.0154678123107246,0.15136356920673089,0.25421480961675724,0.3160188576066909,0.5113757159229024,0.3746205918230558,0.4691337705719141,0.25461076991750775,0.3562995844300285,0.6013064981764675,0.5103128046121718,1.1486917811395894,1.0105727334734305
122,0.6366762254495764,0.7051428746484562,0.566061786670223,0.7667658066549902,0.4622258108535381,0.46956680184005195,0.3155942808256413,0.4423236782627642,0.3186805132219037,0.46149840195613734,0.2540651709502414,0.38456310333441623,0.45097314711785946,0.23231227134022003,0.5981478437018068,0.7976224475510689
